aÃ±o,mun,cvegeo,sexo,pob
2016,San Andrés Zabache,20101,Hombres,316
2017,San Andrés Zabache,20101,Hombres,316
2018,San Andrés Zabache,20101,Hombres,318
2016,San Andrés Zautla,20102,Hombres,2308
2017,San Andrés Zautla,20102,Hombres,2319
2018,San Andrés Zautla,20102,Hombres,2329
2016,San Antonino Castillo Velasco,20103,Hombres,2971
2017,San Antonino Castillo Velasco,20103,Hombres,2990
2018,San Antonino Castillo Velasco,20103,Hombres,3006
2016,San Antonino el Alto,20104,Hombres,1264
2017,San Antonino el Alto,20104,Hombres,1268
2018,San Antonino el Alto,20104,Hombres,1273
2016,San Antonino Monte Verde,20105,Hombres,3189
2017,San Antonino Monte Verde,20105,Hombres,3207
2018,San Antonino Monte Verde,20105,Hombres,3228
2016,San Antonio Acutla,20106,Hombres,118
2017,San Antonio Acutla,20106,Hombres,117
2018,San Antonio Acutla,20106,Hombres,117
2016,San Antonio de la Cal,20107,Hombres,12474
2017,San Antonio de la Cal,20107,Hombres,12670
2018,San Antonio de la Cal,20107,Hombres,12841
2016,San Antonio Huitepec,20108,Hombres,1959
2017,San Antonio Huitepec,20108,Hombres,1958
2018,San Antonio Huitepec,20108,Hombres,1959
2016,San Antonio Nanahuatípam,20109,Hombres,612
2017,San Antonio Nanahuatípam,20109,Hombres,610
2018,San Antonio Nanahuatípam,20109,Hombres,609
2016,San Antonio Sinicahua,20110,Hombres,824
2017,San Antonio Sinicahua,20110,Hombres,832
2018,San Antonio Sinicahua,20110,Hombres,840
2016,San Antonio Tepetlapa,20111,Hombres,2294
2017,San Antonio Tepetlapa,20111,Hombres,2311
2018,San Antonio Tepetlapa,20111,Hombres,2327
2016,San Baltazar Chichicápam,20112,Hombres,1081
2017,San Baltazar Chichicápam,20112,Hombres,1075
2018,San Baltazar Chichicápam,20112,Hombres,1070
2016,San Baltazar Loxicha,20113,Hombres,1444
2017,San Baltazar Loxicha,20113,Hombres,1451
2018,San Baltazar Loxicha,20113,Hombres,1458
2016,San Baltazar Yatzachi el Bajo,20114,Hombres,296
2017,San Baltazar Yatzachi el Bajo,20114,Hombres,293
2018,San Baltazar Yatzachi el Bajo,20114,Hombres,290
2016,San Bartolo Coyotepec,20115,Hombres,4375
2017,San Bartolo Coyotepec,20115,Hombres,4398
2018,San Bartolo Coyotepec,20115,Hombres,4420
2016,San Bartolomé Ayautla,20116,Hombres,2005
2017,San Bartolomé Ayautla,20116,Hombres,2010
2018,San Bartolomé Ayautla,20116,Hombres,2016
2016,San Bartolomé Loxicha,20117,Hombres,1132
2017,San Bartolomé Loxicha,20117,Hombres,1133
2018,San Bartolomé Loxicha,20117,Hombres,1135
2016,San Bartolomé Quialana,20118,Hombres,1053
2017,San Bartolomé Quialana,20118,Hombres,1059
2018,San Bartolomé Quialana,20118,Hombres,1066
2016,San Bartolomé Yucuañe,20119,Hombres,169
2017,San Bartolomé Yucuañe,20119,Hombres,169
2018,San Bartolomé Yucuañe,20119,Hombres,169
2016,San Bartolomé Zoogocho,20120,Hombres,156
2017,San Bartolomé Zoogocho,20120,Hombres,154
2018,San Bartolomé Zoogocho,20120,Hombres,153
2016,San Bartolo Soyaltepec,20121,Hombres,281
2017,San Bartolo Soyaltepec,20121,Hombres,279
2018,San Bartolo Soyaltepec,20121,Hombres,278
2016,San Bartolo Yautepec,20122,Hombres,329
2017,San Bartolo Yautepec,20122,Hombres,327
2018,San Bartolo Yautepec,20122,Hombres,325
2016,San Bernardo Mixtepec,20123,Hombres,1417
2017,San Bernardo Mixtepec,20123,Hombres,1424
2018,San Bernardo Mixtepec,20123,Hombres,1431
2016,San Blas Atempa,20124,Hombres,8692
2017,San Blas Atempa,20124,Hombres,8712
2018,San Blas Atempa,20124,Hombres,8734
2016,San Carlos Yautepec,20125,Hombres,6531
2017,San Carlos Yautepec,20125,Hombres,6572
2018,San Carlos Yautepec,20125,Hombres,6608
2016,San Cristóbal Amatlán,20126,Hombres,2631
2017,San Cristóbal Amatlán,20126,Hombres,2653
2018,San Cristóbal Amatlán,20126,Hombres,2674
2016,San Cristóbal Amoltepec,20127,Hombres,630
2017,San Cristóbal Amoltepec,20127,Hombres,633
2018,San Cristóbal Amoltepec,20127,Hombres,636
2016,San Cristóbal Lachirioag,20128,Hombres,615
2017,San Cristóbal Lachirioag,20128,Hombres,613
2018,San Cristóbal Lachirioag,20128,Hombres,611
2016,San Cristóbal Suchixtlahuaca,20129,Hombres,191
2017,San Cristóbal Suchixtlahuaca,20129,Hombres,192
2018,San Cristóbal Suchixtlahuaca,20129,Hombres,193
2016,San Dionisio del Mar,20130,Hombres,2589
2017,San Dionisio del Mar,20130,Hombres,2591
2018,San Dionisio del Mar,20130,Hombres,2594
2016,San Dionisio Ocotepec,20131,Hombres,5380
2017,San Dionisio Ocotepec,20131,Hombres,5427
2018,San Dionisio Ocotepec,20131,Hombres,5471
2016,San Dionisio Ocotlán,20132,Hombres,667
2017,San Dionisio Ocotlán,20132,Hombres,670
2018,San Dionisio Ocotlán,20132,Hombres,672
2016,San Esteban Atatlahuca,20133,Hombres,2004
2017,San Esteban Atatlahuca,20133,Hombres,2008
2018,San Esteban Atatlahuca,20133,Hombres,2012
2016,San Felipe Jalapa de Díaz,20134,Hombres,13433
2017,San Felipe Jalapa de Díaz,20134,Hombres,13503
2018,San Felipe Jalapa de Díaz,20134,Hombres,13578
2016,San Felipe Tejalápam,20135,Hombres,3772
2017,San Felipe Tejalápam,20135,Hombres,3800
2018,San Felipe Tejalápam,20135,Hombres,3826
2016,San Felipe Usila,20136,Hombres,5611
2017,San Felipe Usila,20136,Hombres,5625
2018,San Felipe Usila,20136,Hombres,5642
2016,San Francisco Cahuacuá,20137,Hombres,1713
2017,San Francisco Cahuacuá,20137,Hombres,1720
2018,San Francisco Cahuacuá,20137,Hombres,1726
2016,San Francisco Cajonos,20138,Hombres,237
2017,San Francisco Cajonos,20138,Hombres,236
2018,San Francisco Cajonos,20138,Hombres,235
2016,San Francisco Chapulapa,20139,Hombres,1060
2017,San Francisco Chapulapa,20139,Hombres,1065
2018,San Francisco Chapulapa,20139,Hombres,1070
2016,San Francisco Chindúa,20140,Hombres,436
2017,San Francisco Chindúa,20140,Hombres,438
2018,San Francisco Chindúa,20140,Hombres,441
2016,San Francisco del Mar,20141,Hombres,3772
2017,San Francisco del Mar,20141,Hombres,3782
2018,San Francisco del Mar,20141,Hombres,3792
2016,San Francisco Huehuetlán,20142,Hombres,481
2017,San Francisco Huehuetlán,20142,Hombres,477
2018,San Francisco Huehuetlán,20142,Hombres,474
2016,San Francisco Ixhuatán,20143,Hombres,4439
2017,San Francisco Ixhuatán,20143,Hombres,4436
2018,San Francisco Ixhuatán,20143,Hombres,4434
2016,San Francisco Jaltepetongo,20144,Hombres,587
2017,San Francisco Jaltepetongo,20144,Hombres,587
2018,San Francisco Jaltepetongo,20144,Hombres,585
2016,San Francisco Lachigoló,20145,Hombres,2303
2017,San Francisco Lachigoló,20145,Hombres,2345
2018,San Francisco Lachigoló,20145,Hombres,2378
2016,San Francisco Logueche,20146,Hombres,1363
2017,San Francisco Logueche,20146,Hombres,1377
2018,San Francisco Logueche,20146,Hombres,1391
2016,San Francisco Nuxaño,20147,Hombres,204
2017,San Francisco Nuxaño,20147,Hombres,204
2018,San Francisco Nuxaño,20147,Hombres,204
2016,San Francisco Ozolotepec,20148,Hombres,951
2017,San Francisco Ozolotepec,20148,Hombres,955
2018,San Francisco Ozolotepec,20148,Hombres,960
2016,San Francisco Sola,20149,Hombres,784
2017,San Francisco Sola,20149,Hombres,788
2018,San Francisco Sola,20149,Hombres,791
2016,San Francisco Telixtlahuaca,20150,Hombres,6241
2017,San Francisco Telixtlahuaca,20150,Hombres,6290
2018,San Francisco Telixtlahuaca,20150,Hombres,6336
2016,San Francisco Teopan,20151,Hombres,197
2017,San Francisco Teopan,20151,Hombres,196
2018,San Francisco Teopan,20151,Hombres,194
2016,San Francisco Tlapancingo,20152,Hombres,1259
2017,San Francisco Tlapancingo,20152,Hombres,1282
2018,San Francisco Tlapancingo,20152,Hombres,1303
2016,San Gabriel Mixtepec,20153,Hombres,2529
2017,San Gabriel Mixtepec,20153,Hombres,2554
2018,San Gabriel Mixtepec,20153,Hombres,2577
2016,San Ildefonso Amatlán,20154,Hombres,1206
2017,San Ildefonso Amatlán,20154,Hombres,1213
2018,San Ildefonso Amatlán,20154,Hombres,1220
2016,San Ildefonso Sola,20155,Hombres,511
2017,San Ildefonso Sola,20155,Hombres,513
2018,San Ildefonso Sola,20155,Hombres,516
2016,San Ildefonso Villa Alta,20156,Hombres,1829
2017,San Ildefonso Villa Alta,20156,Hombres,1835
2018,San Ildefonso Villa Alta,20156,Hombres,1840
2016,San Jacinto Amilpas,20157,Hombres,7904
2017,San Jacinto Amilpas,20157,Hombres,8009
2018,San Jacinto Amilpas,20157,Hombres,8099
2016,San Jacinto Tlacotepec,20158,Hombres,1154
2017,San Jacinto Tlacotepec,20158,Hombres,1161
2018,San Jacinto Tlacotepec,20158,Hombres,1167
2016,San Jerónimo Coatlán,20159,Hombres,2785
2017,San Jerónimo Coatlán,20159,Hombres,2804
2018,San Jerónimo Coatlán,20159,Hombres,2824
2016,San Jerónimo Silacayoapilla,20160,Hombres,654
2017,San Jerónimo Silacayoapilla,20160,Hombres,649
2018,San Jerónimo Silacayoapilla,20160,Hombres,646
2016,San Jerónimo Sosola,20161,Hombres,1139
2017,San Jerónimo Sosola,20161,Hombres,1134
2018,San Jerónimo Sosola,20161,Hombres,1130
2016,San Jerónimo Taviche,20162,Hombres,900
2017,San Jerónimo Taviche,20162,Hombres,907
2018,San Jerónimo Taviche,20162,Hombres,914
2016,San Jerónimo Tecóatl,20163,Hombres,786
2017,San Jerónimo Tecóatl,20163,Hombres,785
2018,San Jerónimo Tecóatl,20163,Hombres,785
2016,San Jorge Nuchita,20164,Hombres,1559
2017,San Jorge Nuchita,20164,Hombres,1566
2018,San Jorge Nuchita,20164,Hombres,1574
2016,San José Ayuquila,20165,Hombres,733
2017,San José Ayuquila,20165,Hombres,736
2018,San José Ayuquila,20165,Hombres,739
2016,San José Chiltepec,20166,Hombres,5592
2017,San José Chiltepec,20166,Hombres,5620
2018,San José Chiltepec,20166,Hombres,5647
2016,San José del Peñasco,20167,Hombres,1117
2017,San José del Peñasco,20167,Hombres,1123
2018,San José del Peñasco,20167,Hombres,1129
2016,San José Estancia Grande,20168,Hombres,495
2017,San José Estancia Grande,20168,Hombres,496
2018,San José Estancia Grande,20168,Hombres,497
2016,San José Independencia,20169,Hombres,1783
2017,San José Independencia,20169,Hombres,1784
2018,San José Independencia,20169,Hombres,1787
2016,San José Lachiguiri,20170,Hombres,1836
2017,San José Lachiguiri,20170,Hombres,1847
2018,San José Lachiguiri,20170,Hombres,1858
2016,San José Tenango,20171,Hombres,8878
2017,San José Tenango,20171,Hombres,8885
2018,San José Tenango,20171,Hombres,8898
2016,San Juan Achiutla,20172,Hombres,214
2017,San Juan Achiutla,20172,Hombres,212
2018,San Juan Achiutla,20172,Hombres,210
2016,San Juan Atepec,20173,Hombres,771
2017,San Juan Atepec,20173,Hombres,771
2018,San Juan Atepec,20173,Hombres,771
2016,Ánimas Trujano,20174,Hombres,1993
2017,Ánimas Trujano,20174,Hombres,2009
2018,Ánimas Trujano,20174,Hombres,2023
2016,San Juan Bautista Atatlahuca,20175,Hombres,927
2017,San Juan Bautista Atatlahuca,20175,Hombres,933
2018,San Juan Bautista Atatlahuca,20175,Hombres,940
2016,San Juan Bautista Coixtlahuaca,20176,Hombres,1272
2017,San Juan Bautista Coixtlahuaca,20176,Hombres,1265
2018,San Juan Bautista Coixtlahuaca,20176,Hombres,1261
2016,San Juan Bautista Cuicatlán,20177,Hombres,4694
2017,San Juan Bautista Cuicatlán,20177,Hombres,4700
2018,San Juan Bautista Cuicatlán,20177,Hombres,4707
2016,San Juan Bautista Guelache,20178,Hombres,3409
2017,San Juan Bautista Guelache,20178,Hombres,3443
2018,San Juan Bautista Guelache,20178,Hombres,3473
2016,San Juan Bautista Jayacatlán,20179,Hombres,770
2017,San Juan Bautista Jayacatlán,20179,Hombres,770
2018,San Juan Bautista Jayacatlán,20179,Hombres,769
2016,San Juan Bautista Lo de Soto,20180,Hombres,1179
2017,San Juan Bautista Lo de Soto,20180,Hombres,1180
2018,San Juan Bautista Lo de Soto,20180,Hombres,1181
2016,San Juan Bautista Suchitepec,20181,Hombres,184
2017,San Juan Bautista Suchitepec,20181,Hombres,184
2018,San Juan Bautista Suchitepec,20181,Hombres,183
2016,San Juan Bautista Tlacoatzintepec,20182,Hombres,1080
2017,San Juan Bautista Tlacoatzintepec,20182,Hombres,1081
2018,San Juan Bautista Tlacoatzintepec,20182,Hombres,1083
2016,San Juan Bautista Tlachichilco,20183,Hombres,692
2017,San Juan Bautista Tlachichilco,20183,Hombres,693
2018,San Juan Bautista Tlachichilco,20183,Hombres,695
2016,San Juan Bautista Tuxtepec,20184,Hombres,79582
2017,San Juan Bautista Tuxtepec,20184,Hombres,80039
2018,San Juan Bautista Tuxtepec,20184,Hombres,80466
2016,San Juan Cacahuatepec,20185,Hombres,4432
2017,San Juan Cacahuatepec,20185,Hombres,4453
2018,San Juan Cacahuatepec,20185,Hombres,4474
2016,San Juan Cieneguilla,20186,Hombres,294
2017,San Juan Cieneguilla,20186,Hombres,292
2018,San Juan Cieneguilla,20186,Hombres,291
2016,San Juan Coatzóspam,20187,Hombres,1467
2017,San Juan Coatzóspam,20187,Hombres,1480
2018,San Juan Coatzóspam,20187,Hombres,1491
2016,San Juan Colorado,20188,Hombres,4788
2017,San Juan Colorado,20188,Hombres,4811
2018,San Juan Colorado,20188,Hombres,4835
2016,San Juan Comaltepec,20189,Hombres,1253
2017,San Juan Comaltepec,20189,Hombres,1261
2018,San Juan Comaltepec,20189,Hombres,1269
2016,San Juan Cotzocón,20190,Hombres,11109
2017,San Juan Cotzocón,20190,Hombres,11139
2018,San Juan Cotzocón,20190,Hombres,11171
2016,San Juan Chicomezúchil,20191,Hombres,172
2017,San Juan Chicomezúchil,20191,Hombres,173
2018,San Juan Chicomezúchil,20191,Hombres,173
2016,San Juan Chilateca,20192,Hombres,698
2017,San Juan Chilateca,20192,Hombres,699
2018,San Juan Chilateca,20192,Hombres,699
2016,San Juan del Estado,20193,Hombres,1299
2017,San Juan del Estado,20193,Hombres,1305
2018,San Juan del Estado,20193,Hombres,1310
2016,San Juan del Río,20194,Hombres,564
2017,San Juan del Río,20194,Hombres,562
2018,San Juan del Río,20194,Hombres,561
2016,San Juan Diuxi,20195,Hombres,596
2017,San Juan Diuxi,20195,Hombres,591
2018,San Juan Diuxi,20195,Hombres,586
2016,San Juan Evangelista Analco,20196,Hombres,188
2017,San Juan Evangelista Analco,20196,Hombres,186
2018,San Juan Evangelista Analco,20196,Hombres,184
2016,San Juan Guelavía,20197,Hombres,1519
2017,San Juan Guelavía,20197,Hombres,1517
2018,San Juan Guelavía,20197,Hombres,1515
2016,San Juan Guichicovi,20198,Hombres,13510
2017,San Juan Guichicovi,20198,Hombres,13536
2018,San Juan Guichicovi,20198,Hombres,13563
2016,San Juan Ihualtepec,20199,Hombres,318
2017,San Juan Ihualtepec,20199,Hombres,316
2018,San Juan Ihualtepec,20199,Hombres,315
2016,San Juan Juquila Mixes,20200,Hombres,1963
2017,San Juan Juquila Mixes,20200,Hombres,1974
2018,San Juan Juquila Mixes,20200,Hombres,1984
2016,San Juan Juquila Vijanos,20201,Hombres,868
2017,San Juan Juquila Vijanos,20201,Hombres,871
2018,San Juan Juquila Vijanos,20201,Hombres,874
2016,San Juan Lachao,20202,Hombres,2336
2017,San Juan Lachao,20202,Hombres,2356
2018,San Juan Lachao,20202,Hombres,2376
2016,San Juan Lachigalla,20203,Hombres,1539
2017,San Juan Lachigalla,20203,Hombres,1542
2018,San Juan Lachigalla,20203,Hombres,1548
2016,San Juan Lajarcia,20204,Hombres,340
2017,San Juan Lajarcia,20204,Hombres,341
2018,San Juan Lajarcia,20204,Hombres,341
2016,San Juan Lalana,20205,Hombres,8684
2017,San Juan Lalana,20205,Hombres,8710
2018,San Juan Lalana,20205,Hombres,8740
2016,San Juan de los Cués,20206,Hombres,1141
2017,San Juan de los Cués,20206,Hombres,1138
2018,San Juan de los Cués,20206,Hombres,1135
2016,San Juan Mazatlán,20207,Hombres,8793
2017,San Juan Mazatlán,20207,Hombres,8831
2018,San Juan Mazatlán,20207,Hombres,8870
2016,San Juan Mixtepec A,20208,Hombres,3712
2017,San Juan Mixtepec A,20208,Hombres,3717
2018,San Juan Mixtepec A,20208,Hombres,3722
2016,San Juan Mixtepec B,20209,Hombres,243
2017,San Juan Mixtepec B,20209,Hombres,242
2018,San Juan Mixtepec B,20209,Hombres,241
2016,San Juan ðumí,20210,Hombres,3629
2017,San Juan ðumí,20210,Hombres,3660
2018,San Juan ðumí,20210,Hombres,3688
2016,San Juan Ozolotepec,20211,Hombres,1650
2017,San Juan Ozolotepec,20211,Hombres,1657
2018,San Juan Ozolotepec,20211,Hombres,1665
2016,San Juan Petlapa,20212,Hombres,1361
2017,San Juan Petlapa,20212,Hombres,1365
2018,San Juan Petlapa,20212,Hombres,1371
2016,San Juan Quiahije,20213,Hombres,1622
2017,San Juan Quiahije,20213,Hombres,1625
2018,San Juan Quiahije,20213,Hombres,1631
2016,San Juan Quiotepec,20214,Hombres,1139
2017,San Juan Quiotepec,20214,Hombres,1135
2018,San Juan Quiotepec,20214,Hombres,1131
2016,San Juan Sayultepec,20215,Hombres,387
2017,San Juan Sayultepec,20215,Hombres,388
2018,San Juan Sayultepec,20215,Hombres,389
2016,San Juan Tabaá,20216,Hombres,710
2017,San Juan Tabaá,20216,Hombres,714
2018,San Juan Tabaá,20216,Hombres,718
2016,San Juan Tamazola,20217,Hombres,1721
2017,San Juan Tamazola,20217,Hombres,1723
2018,San Juan Tamazola,20217,Hombres,1726
2016,San Juan Teita,20218,Hombres,313
2017,San Juan Teita,20218,Hombres,313
2018,San Juan Teita,20218,Hombres,314
2016,San Juan Teitipac,20219,Hombres,1224
2017,San Juan Teitipac,20219,Hombres,1219
2018,San Juan Teitipac,20219,Hombres,1215
2016,San Juan Tepeuxila,20220,Hombres,1370
2017,San Juan Tepeuxila,20220,Hombres,1363
2018,San Juan Tepeuxila,20220,Hombres,1357
2016,San Juan Teposcolula,20221,Hombres,633
2017,San Juan Teposcolula,20221,Hombres,631
2018,San Juan Teposcolula,20221,Hombres,630
2016,San Juan Yaeé,20222,Hombres,728
2017,San Juan Yaeé,20222,Hombres,728
2018,San Juan Yaeé,20222,Hombres,728
2016,San Juan Yatzona,20223,Hombres,173
2017,San Juan Yatzona,20223,Hombres,172
2018,San Juan Yatzona,20223,Hombres,172
2016,San Juan Yucuita,20224,Hombres,325
2017,San Juan Yucuita,20224,Hombres,324
2018,San Juan Yucuita,20224,Hombres,323
2016,San Lorenzo,20225,Hombres,2938
2017,San Lorenzo,20225,Hombres,2952
2018,San Lorenzo,20225,Hombres,2968
2016,San Lorenzo Albarradas,20226,Hombres,1415
2017,San Lorenzo Albarradas,20226,Hombres,1417
2018,San Lorenzo Albarradas,20226,Hombres,1420
2016,San Lorenzo Cacaotepec,20227,Hombres,7309
2017,San Lorenzo Cacaotepec,20227,Hombres,7367
2018,San Lorenzo Cacaotepec,20227,Hombres,7417
2016,San Lorenzo Cuaunecuiltitla,20228,Hombres,405
2017,San Lorenzo Cuaunecuiltitla,20228,Hombres,404
2018,San Lorenzo Cuaunecuiltitla,20228,Hombres,404
2016,San Lorenzo Texmelúcan,20229,Hombres,3331
2017,San Lorenzo Texmelúcan,20229,Hombres,3360
2018,San Lorenzo Texmelúcan,20229,Hombres,3392
2016,San Lorenzo Victoria,20230,Hombres,501
2017,San Lorenzo Victoria,20230,Hombres,501
2018,San Lorenzo Victoria,20230,Hombres,499
2016,San Lucas Camotlán,20231,Hombres,1653
2017,San Lucas Camotlán,20231,Hombres,1669
2018,San Lucas Camotlán,20231,Hombres,1684
2016,San Lucas Ojitlán,20232,Hombres,11039
2017,San Lucas Ojitlán,20232,Hombres,11105
2018,San Lucas Ojitlán,20232,Hombres,11171
2016,San Lucas Quiaviní,20233,Hombres,725
2017,San Lucas Quiaviní,20233,Hombres,727
2018,San Lucas Quiaviní,20233,Hombres,730
2016,San Lucas Zoquiápam,20234,Hombres,3657
2017,San Lucas Zoquiápam,20234,Hombres,3662
2018,San Lucas Zoquiápam,20234,Hombres,3669
2016,San Luis Amatlán,20235,Hombres,1714
2017,San Luis Amatlán,20235,Hombres,1720
2018,San Luis Amatlán,20235,Hombres,1726
2016,San Marcial Ozolotepec,20236,Hombres,767
2017,San Marcial Ozolotepec,20236,Hombres,771
2018,San Marcial Ozolotepec,20236,Hombres,775
2016,San Marcos Arteaga,20237,Hombres,615
2017,San Marcos Arteaga,20237,Hombres,610
2018,San Marcos Arteaga,20237,Hombres,606
2016,San Martín de los Cansecos,20238,Hombres,423
2017,San Martín de los Cansecos,20238,Hombres,424
2018,San Martín de los Cansecos,20238,Hombres,424
2016,San Martín Huamelúlpam,20239,Hombres,514
2017,San Martín Huamelúlpam,20239,Hombres,516
2018,San Martín Huamelúlpam,20239,Hombres,517
2016,San Martín Itunyoso,20240,Hombres,1059
2017,San Martín Itunyoso,20240,Hombres,1062
2018,San Martín Itunyoso,20240,Hombres,1066
2016,San Martín Lachilá,20241,Hombres,520
2017,San Martín Lachilá,20241,Hombres,523
2018,San Martín Lachilá,20241,Hombres,526
2016,San Martín Peras,20242,Hombres,5014
2017,San Martín Peras,20242,Hombres,5004
2018,San Martín Peras,20242,Hombres,5004
2016,San Martín Tilcajete,20243,Hombres,819
2017,San Martín Tilcajete,20243,Hombres,821
2018,San Martín Tilcajete,20243,Hombres,824
2016,San Martín Toxpalan,20244,Hombres,1798
2017,San Martín Toxpalan,20244,Hombres,1802
2018,San Martín Toxpalan,20244,Hombres,1806
2016,San Martín Zacatepec,20245,Hombres,620
2017,San Martín Zacatepec,20245,Hombres,619
2018,San Martín Zacatepec,20245,Hombres,619
2016,San Mateo Cajonos,20246,Hombres,297
2017,San Mateo Cajonos,20246,Hombres,298
2018,San Mateo Cajonos,20246,Hombres,299
2016,Capulálpam de Méndez,20247,Hombres,727
2017,Capulálpam de Méndez,20247,Hombres,732
2018,Capulálpam de Méndez,20247,Hombres,737
2016,San Mateo del Mar,20248,Hombres,7650
2017,San Mateo del Mar,20248,Hombres,7688
2018,San Mateo del Mar,20248,Hombres,7725
2016,San Mateo Yoloxochitlán,20249,Hombres,1668
2017,San Mateo Yoloxochitlán,20249,Hombres,1673
2018,San Mateo Yoloxochitlán,20249,Hombres,1678
2016,San Mateo Etlatongo,20250,Hombres,590
2017,San Mateo Etlatongo,20250,Hombres,592
2018,San Mateo Etlatongo,20250,Hombres,593
2016,San Mateo Nejápam,20251,Hombres,564
2017,San Mateo Nejápam,20251,Hombres,566
2018,San Mateo Nejápam,20251,Hombres,569
2016,San Mateo Peñasco,20252,Hombres,1098
2017,San Mateo Peñasco,20252,Hombres,1106
2018,San Mateo Peñasco,20252,Hombres,1113
2016,San Mateo Piñas,20253,Hombres,1005
2017,San Mateo Piñas,20253,Hombres,997
2018,San Mateo Piñas,20253,Hombres,990
2016,San Mateo Río Hondo,20254,Hombres,1750
